company_id,company_name,company_size,industry,industry_ai_adoption_stage
219,Global Analytics,Startup,Agriculture,Emerging
220,Global Systems,Medium,Energy,Emerging
221,Global Systems,Startup,Government,Emerging
222,Global Analytics,Medium,Healthcare,Emerging
223,Future Systems,Startup,Healthcare,Emerging
224,Global Solutions,Startup,Tech,Growing
225,Future Analytics,Enterprise,Finance,Emerging
226,NextGen Analytics,Medium,Education,Emerging
227,Global Technologies,Enterprise,Manufacturing,Growing
228,Global Technologies,Large,Government,Growing
229,Future Technologies,Enterprise,Healthcare,Growing
230,Future Systems,Enterprise,Tech,Growing
231,Future Solutions,Small,Manufacturing,Emerging
232,Prime Solutions,Startup,Healthcare,Emerging
233,Future Solutions,Large,Manufacturing,Growing
234,Global Solutions,Enterprise,Retail,Growing
235,Global Analytics,Enterprise,Education,Growing
236,Global Technologies,Medium,Energy,Emerging
237,Future Systems,Enterprise,Finance,Growing
238,NextGen Analytics,Large,Healthcare,Emerging
239,Future Analytics,Large,Agriculture,Growing
240,Global Technologies,Enterprise,Healthcare,Emerging
241,Future Systems,Large,Agriculture,Growing
242,NextGen Analytics,Small,Finance,Mature
243,Future Systems,Large,Government,Emerging
244,Prime Solutions,Large,Energy,Growing
245,Global Systems,Startup,Manufacturing,Growing
246,Global Systems,Startup,Tech,Emerging
247,Global Solutions,Medium,Government,Emerging
248,Future Analytics,Large,Healthcare,Growing
249,Future Solutions,Large,Government,Growing
250,Future Analytics,Startup,Agriculture,Emerging
251,Global Analytics,Enterprise,Government,Growing
252,Global Systems,Small,Education,Emerging
253,Prime Technologies,Startup,Tech,Emerging
254,Future Technologies,Medium,Manufacturing,Emerging
255,Prime Systems,Startup,Tech,Emerging
256,Future Solutions,Small,Healthcare,Growing
257,NextGen Systems,Small,Retail,Emerging
258,Global Analytics,Small,Manufacturing,Growing
259,Global Solutions,Large,Manufacturing,Emerging
260,Future Systems,Enterprise,Agriculture,Growing
261,NextGen Analytics,Small,Finance,Growing
262,Future Technologies,Enterprise,Government,Growing
263,NextGen Technologies,Small,Healthcare,Emerging
264,Future Analytics,Startup,Finance,Growing
265,NextGen Technologies,Startup,Manufacturing,Emerging
266,Prime Solutions,Medium,Government,Emerging
267,NextGen Systems,Large,Government,Emerging
268,Future Analytics,Small,Energy,Growing
269,Prime Solutions,Medium,Finance,Mature
270,Future Solutions,Small,Government,Growing
271,NextGen Solutions,Medium,Manufacturing,Growing
272,Future Technologies,Startup,Government,Growing
273,Global Technologies,Startup,Healthcare,Emerging
274,Future Solutions,Enterprise,Finance,Emerging
275,Prime Solutions,Small,Manufacturing,Emerging
276,Global Analytics,Large,Finance,Growing
277,Global Technologies,Startup,Healthcare,Growing
278,Prime Solutions,Small,Finance,Mature
279,Future Technologies,Startup,Healthcare,Growing
280,Prime Analytics,Medium,Agriculture,Growing
281,Prime Analytics,Large,Manufacturing,Emerging
282,Future Analytics,Startup,Tech,Growing
283,Prime Analytics,Startup,Finance,Growing
284,Global Solutions,Enterprise,Finance,Emerging
285,Future Analytics,Enterprise,Tech,Emerging
286,NextGen Analytics,Large,Energy,Growing
287,Prime Systems,Startup,Energy,Growing
288,Future Analytics,Enterprise,Finance,Growing
289,Global Technologies,Small,Tech,Emerging
290,Prime Analytics,Medium,Government,Emerging
291,NextGen Systems,Small,Manufacturing,Growing
292,Future Solutions,Enterprise,Healthcare,Growing
293,Prime Technologies,Startup,Healthcare,Growing
294,Global Systems,Small,Retail,Emerging
295,Future Solutions,Large,Retail,Growing
296,Prime Systems,Small,Education,Emerging
297,NextGen Analytics,Small,Healthcare,Growing
298,Global Solutions,Startup,Tech,Emerging
299,NextGen Systems,Large,Finance,Mature
300,Prime Technologies,Medium,Government,Growing
301,Prime Analytics,Small,Manufacturing,Emerging
302,Prime Solutions,Startup,Energy,Emerging
303,Prime Analytics,Small,Healthcare,Growing
304,Prime Technologies,Large,Energy,Growing
305,Future Technologies,Large,Retail,Emerging
306,Prime Analytics,Startup,Agriculture,Emerging
307,Prime Technologies,Medium,Retail,Growing
308,Future Technologies,Enterprise,Finance,Emerging
309,NextGen Solutions,Large,Finance,Emerging
310,Prime Analytics,Small,Finance,Mature
311,Future Systems,Enterprise,Healthcare,Growing
312,NextGen Technologies,Medium,Manufacturing,Growing
313,Prime Analytics,Medium,Government,Growing
314,Future Analytics,Medium,Tech,Emerging
315,NextGen Systems,Startup,Finance,Emerging
316,Prime Analytics,Large,Manufacturing,Growing
317,Future Analytics,Medium,Tech,Growing
318,Future Solutions,Large,Tech,Emerging
319,Future Solutions,Startup,Energy,Emerging
320,Prime Analytics,Enterprise,Tech,Emerging
321,Prime Systems,Small,Energy,Growing
322,Global Analytics,Startup,Education,Growing
323,Global Technologies,Medium,Tech,Growing
324,Prime Analytics,Startup,Government,Emerging
325,NextGen Technologies,Enterprise,Government,Emerging
326,Prime Solutions,Enterprise,Energy,Growing
327,Prime Solutions,Small,Education,Growing
328,Future Analytics,Small,Tech,Growing
329,Global Solutions,Startup,Education,Growing
330,Prime Solutions,Enterprise,Government,Growing
331,Future Systems,Large,Energy,Growing
332,Future Systems,Medium,Retail,Emerging
333,Global Solutions,Large,Education,Growing
334,Future Solutions,Medium,Government,Emerging
335,Global Technologies,Startup,Energy,Emerging
336,Prime Analytics,Medium,Education,Emerging
337,Prime Solutions,Large,Manufacturing,Emerging
338,Future Analytics,Large,Government,Growing
339,Future Analytics,Small,Manufacturing,Emerging
340,NextGen Technologies,Startup,Education,Growing
341,Future Solutions,Small,Finance,Mature
342,Future Analytics,Large,Retail,Emerging
343,Global Technologies,Enterprise,Tech,Growing
344,Future Technologies,Medium,Healthcare,Growing
345,Future Analytics,Large,Manufacturing,Growing
346,Prime Solutions,Small,Healthcare,Growing
347,Global Technologies,Medium,Healthcare,Growing
348,Prime Systems,Medium,Healthcare,Growing
349,NextGen Technologies,Small,Government,Emerging
350,NextGen Systems,Enterprise,Tech,Growing
351,Prime Technologies,Large,Retail,Growing
352,Future Analytics,Startup,Education,Growing
353,Future Analytics,Enterprise,Healthcare,Emerging
354,Prime Systems,Startup,Energy,Emerging
355,Future Technologies,Small,Education,Growing
356,Future Technologies,Enterprise,Agriculture,Emerging
357,Future Technologies,Enterprise,Manufacturing,Emerging
358,Prime Systems,Large,Retail,Growing
359,Prime Analytics,Small,Manufacturing,Growing
360,Prime Systems,Large,Healthcare,Growing
361,Prime Analytics,Enterprise,Tech,Growing
362,Global Technologies,Enterprise,Agriculture,Growing
363,NextGen Analytics,Startup,Healthcare,Emerging
364,NextGen Technologies,Medium,Agriculture,Growing
365,Prime Technologies,Medium,Agriculture,Emerging
366,Prime Systems,Large,Retail,Emerging
367,Prime Systems,Small,Energy,Emerging
368,Future Analytics,Medium,Finance,Growing
369,Global Analytics,Enterprise,Energy,Emerging
370,Prime Systems,Medium,Retail,Growing
371,NextGen Solutions,Small,Healthcare,Emerging
372,Prime Technologies,Medium,Tech,Growing
373,Prime Systems,Enterprise,Finance,Mature
374,NextGen Systems,Large,Energy,Growing
375,Future Solutions,Medium,Retail,Growing
376,NextGen Technologies,Large,Education,Emerging
377,NextGen Solutions,Startup,Energy,Emerging
378,Global Technologies,Small,Agriculture,Emerging
379,Future Technologies,Enterprise,Energy,Emerging
380,NextGen Analytics,Small,Energy,Emerging
381,Global Technologies,Enterprise,Energy,Emerging
382,Global Technologies,Medium,Finance,Growing
383,Future Solutions,Startup,Tech,Emerging
384,Future Technologies,Medium,Finance,Growing
385,NextGen Analytics,Large,Government,Growing
386,NextGen Technologies,Startup,Healthcare,Growing
387,Global Analytics,Large,Finance,Emerging
388,Global Technologies,Startup,Retail,Growing
389,Global Solutions,Medium,Retail,Emerging
390,Global Technologies,Small,Education,Growing
391,Future Analytics,Enterprise,Manufacturing,Emerging
392,Prime Solutions,Startup,Government,Growing
393,Future Technologies,Medium,Finance,Emerging
394,Future Systems,Enterprise,Retail,Growing
395,Prime Technologies,Small,Government,Emerging
396,Future Solutions,Medium,Manufacturing,Emerging
397,Global Analytics,Large,Manufacturing,Growing
398,NextGen Analytics,Startup,Energy,Emerging
399,Future Technologies,Startup,Education,Growing
400,Prime Solutions,Large,Finance,Emerging
401,Global Systems,Medium,Energy,Growing
402,NextGen Systems,Enterprise,Agriculture,Emerging
403,Future Analytics,Enterprise,Energy,Growing
404,Future Analytics,Large,Energy,Emerging
405,Prime Analytics,Medium,Agriculture,Emerging
406,Global Analytics,Small,Government,Emerging
407,Future Analytics,Medium,Manufacturing,Growing
408,Global Systems,Large,Retail,Emerging
409,Prime Systems,Enterprise,Healthcare,Emerging
410,NextGen Systems,Enterprise,Education,Growing
411,NextGen Solutions,Enterprise,Manufacturing,Emerging
412,NextGen Solutions,Medium,Agriculture,Growing
413,Prime Systems,Small,Manufacturing,Emerging
414,Future Systems,Enterprise,Healthcare,Emerging
415,Prime Solutions,Medium,Finance,Emerging
416,Global Technologies,Startup,Agriculture,Growing
417,Global Systems,Large,Manufacturing,Emerging
418,Future Technologies,Enterprise,Agriculture,Growing
419,Prime Technologies,Enterprise,Retail,Growing
420,Prime Solutions,Startup,Finance,Emerging
421,Global Technologies,Medium,Manufacturing,Emerging
422,Prime Technologies,Startup,Tech,Mature
423,Prime Systems,Startup,Manufacturing,Growing
424,Future Technologies,Large,Government,Emerging
425,NextGen Analytics,Large,Government,Emerging
426,Future Analytics,Medium,Healthcare,Emerging
427,Global Systems,Enterprise,Finance,Growing
428,Global Analytics,Enterprise,Finance,Mature
429,Future Technologies,Medium,Education,Growing
430,NextGen Solutions,Medium,Tech,Emerging
431,Future Technologies,Enterprise,Tech,Growing
432,Global Technologies,Large,Energy,Emerging
433,Global Analytics,Medium,Finance,Emerging
434,NextGen Systems,Small,Government,Emerging
435,NextGen Solutions,Medium,Tech,Growing
436,Global Solutions,Small,Manufacturing,Growing
437,Future Systems,Small,Retail,Growing
438,Future Solutions,Small,Agriculture,Emerging
439,Prime Systems,Medium,Energy,Emerging
440,Global Solutions,Medium,Finance,Growing
441,Future Systems,Enterprise,Tech,Emerging
442,Global Solutions,Large,Finance,Emerging
443,Global Systems,Startup,Retail,Emerging
444,NextGen Systems,Enterprise,Finance,Emerging
445,Global Solutions,Large,Manufacturing,Growing
446,Prime Systems,Large,Government,Emerging
447,NextGen Systems,Small,Government,Growing
448,Prime Analytics,Small,Tech,Mature
449,Global Analytics,Medium,Agriculture,Growing
450,Prime Systems,Enterprise,Education,Growing
451,Future Solutions,Startup,Government,Emerging
452,Prime Systems,Large,Government,Growing
453,Future Analytics,Small,Finance,Growing
454,Global Technologies,Medium,Tech,Mature
455,Future Technologies,Large,Healthcare,Growing
456,Global Systems,Enterprise,Government,Emerging
457,Future Technologies,Startup,Retail,Emerging
458,Global Solutions,Startup,Manufacturing,Emerging
459,Global Technologies,Small,Finance,Emerging
460,Future Systems,Small,Manufacturing,Growing
461,Prime Solutions,Medium,Retail,Growing
462,Future Solutions,Enterprise,Government,Emerging
463,NextGen Solutions,Small,Tech,Mature
464,Prime Technologies,Small,Education,Emerging
465,Prime Systems,Small,Retail,Emerging
466,Prime Technologies,Startup,Energy,Emerging
467,Future Technologies,Startup,Government,Emerging
468,Future Solutions,Large,Tech,Mature
469,Prime Analytics,Startup,Retail,Emerging
470,Global Technologies,Small,Finance,Growing
471,NextGen Analytics,Enterprise,Energy,Growing
472,Prime Technologies,Large,Education,Growing
473,Prime Technologies,Medium,Tech,Mature
474,Global Solutions,Enterprise,Education,Emerging
475,Global Solutions,Enterprise,Manufacturing,Growing
476,Prime Technologies,Small,Healthcare,Growing
477,Prime Solutions,Medium,Agriculture,Emerging
478,NextGen Technologies,Startup,Agriculture,Growing
479,NextGen Systems,Small,Tech,Growing
480,Future Analytics,Enterprise,Education,Growing
481,NextGen Technologies,Medium,Finance,Mature
482,Global Solutions,Medium,Tech,Emerging
483,Future Solutions,Enterprise,Agriculture,Growing
484,Global Systems,Enterprise,Manufacturing,Growing
485,Global Analytics,Startup,Retail,Growing
486,Future Systems,Large,Retail,Emerging
487,NextGen Technologies,Large,Agriculture,Growing
488,Global Technologies,Small,Healthcare,Emerging
489,NextGen Analytics,Large,Tech,Emerging
490,Prime Solutions,Small,Healthcare,Emerging
491,Future Solutions,Medium,Government,Growing
492,Global Solutions,Large,Retail,Emerging
493,Global Solutions,Startup,Education,Emerging
494,Prime Analytics,Enterprise,Agriculture,Emerging
495,NextGen Solutions,Large,Tech,Emerging
496,Global Analytics,Enterprise,Finance,Emerging
497,Prime Systems,Small,Manufacturing,Growing
498,Prime Analytics,Small,Government,Emerging
499,Future Technologies,Medium,Retail,Growing
500,Prime Solutions,Enterprise,Agriculture,Growing
501,NextGen Analytics,Enterprise,Finance,Emerging
502,Future Systems,Large,Agriculture,Emerging
503,Global Solutions,Medium,Healthcare,Emerging
504,NextGen Analytics,Medium,Tech,Emerging
505,NextGen Analytics,Large,Agriculture,Growing
506,Future Technologies,Enterprise,Retail,Emerging
507,Global Systems,Large,Agriculture,Growing
508,NextGen Solutions,Enterprise,Education,Growing
509,Prime Systems,Enterprise,Energy,Growing
510,Future Analytics,Small,Healthcare,Growing
511,Global Analytics,Enterprise,Tech,Growing
512,Global Technologies,Small,Finance,Mature
513,Global Analytics,Small,Education,Growing
514,NextGen Solutions,Large,Government,Growing
515,NextGen Technologies,Startup,Finance,Emerging
516,Prime Solutions,Small,Agriculture,Emerging
517,Prime Solutions,Enterprise,Tech,Emerging
518,Prime Technologies,Medium,Retail,Emerging
519,Global Solutions,Medium,Manufacturing,Growing
520,Future Technologies,Medium,Tech,Mature
521,Future Systems,Small,Finance,Emerging
522,NextGen Systems,Medium,Manufacturing,Growing
523,NextGen Technologies,Enterprise,Finance,Growing
524,Prime Analytics,Large,Government,Emerging
525,Future Solutions,Small,Retail,Emerging
526,NextGen Technologies,Medium,Retail,Emerging
527,NextGen Analytics,Startup,Energy,Growing
528,Future Technologies,Small,Manufacturing,Growing
529,Global Systems,Enterprise,Retail,Growing
530,NextGen Systems,Medium,Energy,Emerging
531,Future Analytics,Startup,Government,Growing
532,Future Solutions,Enterprise,Finance,Growing
533,Future Technologies,Large,Tech,Mature
534,Prime Technologies,Large,Government,Growing
535,Future Technologies,Medium,Tech,Growing
536,Future Technologies,Large,Retail,Growing
537,Future Analytics,Enterprise,Agriculture,Emerging
538,Future Technologies,Small,Healthcare,Growing
539,Future Analytics,Startup,Healthcare,Emerging
540,Global Systems,Startup,Agriculture,Growing
541,Global Analytics,Enterprise,Manufacturing,Growing
542,Global Technologies,Large,Agriculture,Emerging
543,NextGen Technologies,Enterprise,Retail,Growing
544,NextGen Analytics,Medium,Agriculture,Growing
545,NextGen Systems,Medium,Healthcare,Growing
546,Global Solutions,Large,Agriculture,Growing
547,NextGen Analytics,Small,Education,Growing
548,Prime Technologies,Large,Agriculture,Growing
549,Prime Technologies,Startup,Tech,Growing
550,Global Solutions,Small,Education,Growing
551,Prime Analytics,Large,Healthcare,Growing
552,Future Solutions,Startup,Energy,Growing
553,Prime Solutions,Small,Finance,Growing
554,Prime Solutions,Small,Energy,Growing
555,Future Analytics,Small,Energy,Emerging
556,Prime Solutions,Medium,Tech,Emerging
557,Global Technologies,Startup,Manufacturing,Growing
558,NextGen Analytics,Startup,Tech,Growing
559,NextGen Systems,Large,Government,Growing
560,Future Solutions,Medium,Finance,Mature
561,Global Systems,Enterprise,Education,Growing
562,Prime Solutions,Small,Manufacturing,Growing
563,NextGen Systems,Large,Education,Emerging
564,Prime Systems,Enterprise,Retail,Emerging
565,Future Systems,Enterprise,Manufacturing,Emerging
566,Global Analytics,Startup,Finance,Emerging
567,Global Systems,Small,Energy,Emerging
568,NextGen Analytics,Enterprise,Finance,Mature
569,Global Technologies,Large,Retail,Growing
570,Future Solutions,Startup,Healthcare,Growing
571,Global Solutions,Enterprise,Agriculture,Emerging
572,Global Analytics,Enterprise,Tech,Mature
573,Global Technologies,Large,Finance,Growing
574,Future Technologies,Startup,Manufacturing,Emerging
575,Future Analytics,Small,Healthcare,Emerging
576,NextGen Systems,Large,Education,Growing
577,NextGen Analytics,Small,Finance,Emerging
578,Future Systems,Medium,Finance,Emerging
579,Prime Systems,Small,Government,Growing
580,NextGen Technologies,Small,Agriculture,Growing
581,NextGen Systems,Small,Tech,Emerging
582,NextGen Systems,Small,Agriculture,Emerging
583,Future Analytics,Small,Government,Growing
584,Global Technologies,Enterprise,Healthcare,Growing
585,Global Technologies,Startup,Government,Emerging
586,NextGen Analytics,Medium,Manufacturing,Emerging
587,Prime Technologies,Enterprise,Healthcare,Growing
588,NextGen Solutions,Medium,Healthcare,Growing
589,Future Solutions,Medium,Manufacturing,Growing
590,Global Analytics,Small,Education,Emerging
591,NextGen Systems,Small,Education,Emerging
592,Global Solutions,Enterprise,Agriculture,Growing
593,NextGen Analytics,Medium,Manufacturing,Growing
594,Global Analytics,Startup,Education,Emerging
595,NextGen Solutions,Enterprise,Agriculture,Growing
596,Global Technologies,Medium,Retail,Emerging
597,Global Solutions,Enterprise,Healthcare,Growing
598,Global Analytics,Enterprise,Energy,Growing
599,NextGen Analytics,Enterprise,Education,Growing
600,NextGen Technologies,Medium,Energy,Growing
601,Prime Analytics,Medium,Education,Growing
602,NextGen Solutions,Small,Tech,Emerging
603,Future Solutions,Medium,Tech,Emerging
604,Prime Analytics,Large,Government,Growing
605,Future Solutions,Enterprise,Government,Growing
606,Global Analytics,Enterprise,Healthcare,Growing
607,Global Systems,Medium,Government,Growing
608,NextGen Solutions,Medium,Manufacturing,Emerging
609,NextGen Systems,Startup,Healthcare,Emerging
610,Prime Technologies,Enterprise,Tech,Mature
611,Prime Solutions,Startup,Finance,Growing
612,Global Analytics,Medium,Government,Growing
613,NextGen Systems,Large,Finance,Emerging
614,NextGen Solutions,Small,Manufacturing,Emerging
615,Prime Solutions,Startup,Tech,Emerging
616,Future Systems,Medium,Tech,Emerging
617,NextGen Systems,Medium,Finance,Emerging
618,Prime Technologies,Enterprise,Finance,Emerging
619,Future Technologies,Large,Healthcare,Emerging
