job_id,time_id,country_id,city_id,company_id,job_title,seniority_level,salary_usd,ai_intensity_score,automation_risk_score
237dda66-c76f-4a26-ab58-92fc8cd76d82,6,21,9,29,ML Engineer,Senior,59859,"0,05","0,71"
960a0bdb-e5bc-468c-99fa-77d25828a4e6,3,11,11,30,Software Engineer,Mid,82640,"0,1","0,79"
d9771c41-36a2-43a4-90c1-68b6e9a33e65,14,22,4,31,AI Researcher,Executive,50708,"0,47","0,26"
c41a9305-8dd1-4716-8953-2be6a0f256d7,12,23,7,32,Data Scientist,Lead,60960,"0,19","0,64"
603303c5-832d-4835-a44b-80385b8e0543,9,24,1,33,Policy Analyst,Senior,45359,"0,48","0,4"
c73e30bb-0373-490b-8bc9-9ec03db8ca84,3,20,13,34,Data Scientist,Junior,36035,"0,03","0,74"
710c257b-c349-4af4-b55a-c0dcc23eca59,15,25,6,35,Software Engineer,Senior,21542,"0,18","0,65"
7f4d6e30-8692-4032-8cf7-b24f9859c302,1,26,5,36,ML Engineer,Lead,97664,"0,85","0,15"
654bbe6f-2839-48c5-9d68-17aab20a4904,7,14,6,37,Systems Engineer,Lead,89917,"0,08","0,63"
ae57566e-fb55-4567-83b3-1e9058069869,11,12,4,38,Business Analyst,Lead,131344,"0,88","0,29"
eac63c56-920c-4904-b335-9fe7e741f04d,4,24,5,39,AI Researcher,Lead,36974,"0,05","0,67"
b00e809e-841a-46a5-8e31-af105257fa6e,10,27,2,40,Research Scientist,Senior,84431,"0,1","0,71"
729f4003-da4e-4bbf-ae66-3456c18bbdc2,11,28,7,41,Operations Manager,Mid,125397,"0,45","0,14"
6687d3f5-209b-436c-8328-c575fb39d481,11,26,1,42,Software Engineer,Senior,84161,"0,05","0,67"
c43eb502-7458-4d94-b0c5-cc630477600f,7,29,13,43,Operations Manager,Executive,43249,"0,44","0,17"
66500a7a-d158-43ec-acdc-7d07fddc7df4,16,18,2,44,Data Scientist,Executive,131923,"0,95","0,21"
0182cee0-0d2e-4c4a-8006-3abf2c8ccd20,3,15,13,5,Software Engineer,Mid,24636,"0,18","0,73"
6979ef4a-dd7b-47cf-ab0f-1e3a13f3082b,2,12,1,45,Systems Engineer,Lead,83056,"0,06","0,74"
819e3ccf-4686-4d86-b847-db568a1d95e1,5,29,13,46,Operations Manager,Executive,28175,"0,09","0,7"
7061083f-edc9-4dce-b2bb-561097259e17,6,1,13,47,Software Engineer,Senior,48059,"0,07","0,76"
e82d1003-1151-44de-bd5e-beaee0764884,14,30,9,48,ML Engineer,Lead,59541,"0,45","0,39"
af0a8661-6ad5-4679-9166-596671dabb4e,12,15,10,49,AI Researcher,Lead,21791,"0,11","0,86"
77921993-0396-4020-b3ec-50075b582599,9,11,9,50,Data Scientist,Intern,60819,"0,1","0,88"
97f47cbc-3686-496a-9333-388e145b5fed,4,3,5,51,Policy Analyst,Lead,22724,"0,13","0,9"
a41f1e67-b808-46ef-a32e-a826f13b7bf3,7,31,1,52,Policy Analyst,Intern,50798,"0,91","0,13"
1c4ec105-0dd1-44b4-93db-b7b75e0267a9,10,7,7,53,Business Analyst,Lead,66485,"0,04","0,63"
a939bb64-8624-49aa-b8ad-46fd18628932,1,32,12,54,Policy Analyst,Junior,77510,"0,04","0,62"
b9516a66-1763-42b0-8041-d6e6ba3cf179,4,1,8,55,Systems Engineer,Intern,53628,"0,64","0,22"
6d23684e-0fce-4173-8762-a2cdbf72607e,3,32,3,56,Systems Engineer,Lead,77382,"0,15","0,75"
7f2b893b-318e-49c7-83d1-a5dbae8b2aff,16,13,7,57,Systems Engineer,Intern,103592,"0,41","0,29"
0df474d5-2a1e-41eb-92b6-7cd6643148d2,2,16,7,58,Software Engineer,Junior,18799,"0,11","0,71"
2036d0ba-21d8-4a11-a6da-fe9529ecf877,16,31,5,59,Operations Manager,Senior,56112,"0,64","0,12"
e2b39117-2cdc-4840-8e5f-a9e7e4577a51,16,12,7,60,Policy Analyst,Executive,115685,"0,66","0,13"
b34fc021-a6fc-4643-b9f0-444b52506ca9,14,14,6,61,Product Manager,Intern,97171,"0,76","0,3"
7a1e3907-a699-4a0e-a513-fa033cd8d927,5,7,14,62,Data Scientist,Mid,72871,"0,17","0,76"
17957a82-2923-4eac-b2e8-e2d25eb3148c,9,33,4,63,ML Engineer,Junior,68153,"0,11","0,8"
ac7de84e-14ab-4763-bbdf-1045473b349a,10,25,2,64,Business Analyst,Senior,24976,"0,06","0,85"
e34e7dd7-fda0-4519-bffd-f85b465791b9,15,3,3,65,Operations Manager,Mid,20314,"0,15","0,64"
220c2d55-af8e-4bc8-ad0a-3acd2b8210cf,9,25,10,66,Operations Manager,Executive,21021,"0,19","0,84"
79c14bb7-a231-4964-8952-0ce95bd0682b,7,34,7,67,Policy Analyst,Lead,36488,"0,53","0,12"
f5e16521-9d1a-4255-b640-3d96f6f16608,7,35,11,68,Product Manager,Mid,40159,"0,68","0,22"
de722795-b511-4a43-9ee1-c19edba66eb5,8,15,11,69,Software Engineer,Executive,22641,"0,13","0,89"
7addb9b0-a802-4f58-bbea-3df931fdf060,11,12,2,70,Product Manager,Senior,90205,"0,04","0,86"
2b4c5bb5-d720-4fdc-b4eb-137b1cf3dad8,7,2,12,71,Operations Manager,Mid,92276,"0,46","0,23"
34460cc1-f548-4a21-935d-e0e5d4051e35,2,3,14,72,Systems Engineer,Lead,22573,"0,14","0,67"
35a7fe95-c9ca-4328-9f3d-c7f78fb443b5,4,24,11,73,Business Analyst,Mid,31076,"0,13","0,82"
3de0e43d-d8ba-4158-b131-f011037c39a7,9,36,12,74,Policy Analyst,Junior,59600,"0,11","0,65"
d7a9c2d7-0069-4254-953a-fafe27434280,14,3,4,75,ML Engineer,Mid,42821,"0,57","0,26"
86b01136-e873-40da-87b4-7dd793bb2049,7,33,8,76,Software Engineer,Mid,78499,"0,1","0,88"
078d35f0-ec46-49a2-bbd1-0d9e44ebc3fb,2,11,7,77,Data Scientist,Executive,77107,"0,14","0,77"
ea9dfd4e-1935-4531-a9b3-cb79ce39fcb5,6,37,2,78,Product Manager,Executive,54294,"0,14","0,74"
dcad2123-283c-47b5-a8e4-4864efe57f34,15,25,8,79,Research Scientist,Executive,18385,"0,02","0,78"
c0ba4e59-e76d-4e8f-bb62-895cad57f65d,9,24,13,80,Policy Analyst,Intern,32595,"0,05","0,68"
569cb3d8-8581-445d-a08d-5f02ac2133e3,8,26,4,81,ML Engineer,Intern,57554,"0,04","0,75"
eaa26965-97fa-4774-8a02-76351bb03cd6,8,13,10,72,ML Engineer,Senior,56978,"0,16","0,87"
bfd97dc0-455f-4553-8111-1e67d5355ec3,13,27,11,82,Data Scientist,Lead,97151,"0,16","0,61"
c14573ab-bda8-4a12-a65d-9a908b9345c1,12,20,11,83,Policy Analyst,Junior,31890,"0,08","0,78"
89ea6aee-39ca-448e-ae74-1bf56cee1280,14,3,6,84,Operations Manager,Mid,24836,"0,19","0,88"
6a1c823b-0d76-4fbe-807b-bbe865249cc5,14,5,7,85,ML Engineer,Intern,107201,"0,91","0,16"
4354083c-4873-4836-841c-d0bb9ac7d0b3,13,6,14,86,AI Researcher,Mid,51840,"0,03","0,65"
7aaf7b46-64b2-4902-9af9-a5460a52fa3f,7,32,6,87,Business Analyst,Lead,97165,"0,08","0,89"
f1483de7-2b46-43f5-8a63-7ba1f13cbf91,4,12,12,88,Product Manager,Mid,69102,"0,16","0,79"
e25f42ca-db03-436d-8cb2-520bf8e9b1a0,2,13,2,89,Business Analyst,Executive,58710,"0,05","0,83"
da41533d-b43b-474e-b831-9b6dffb08390,15,12,13,90,Policy Analyst,Senior,63061,"0,04","0,82"
539b405a-bb48-483e-84ec-b2e97550eb44,15,8,11,91,Research Scientist,Senior,38569,"0,04","0,86"
b474f496-90d2-4f3d-9455-c7d65b15dee1,16,12,2,92,Software Engineer,Senior,138748,"0,85","0,11"
07520089-afa9-492a-98b5-e0de3e18c93a,16,10,8,93,Business Analyst,Senior,40204,"0,5","0,32"
b13e29e2-ec56-482c-8cbc-f7fbb78ae8b1,15,38,13,94,Research Scientist,Executive,21909,"0,19","0,62"
75ac8663-4e97-4668-9d2c-1572db4234a7,8,11,4,95,Business Analyst,Junior,75313,"0,05","0,77"
41520b5c-e9dc-4389-8e60-c4031dd70240,11,39,10,96,ML Engineer,Lead,94459,"0,13","0,72"
2cb5ba1f-4ad9-418f-9f8f-a28d291b20a4,7,12,5,97,Business Analyst,Senior,110516,"0,58","0,21"
e81fff60-4d14-4bb3-b4d2-98375f1333ef,12,29,13,98,AI Researcher,Lead,22997,"0,02","0,67"
e4ff0933-adc2-4a48-b786-47487bfde1cb,11,21,2,99,Research Scientist,Junior,78190,"0,14","0,66"
2a16de8f-c89b-48da-8020-e1118408c27e,5,15,4,100,ML Engineer,Executive,39698,"0,93","0,15"
02a69ea8-7c31-4998-a8f8-57b8ed680c19,4,27,14,101,Data Scientist,Intern,78534,0,"0,79"
c720470f-ee21-452d-87c9-a8b1519ba76f,15,18,1,35,Operations Manager,Lead,60542,"0,12","0,84"
3c78718e-44cd-419b-ac0e-60f0ef07f519,5,6,7,102,AI Researcher,Junior,73543,"0,45","0,2"
f7a45b96-b8a4-4ece-8afa-937a6995ab0c,12,14,13,103,Policy Analyst,Mid,65776,"0,16","0,69"
e90ffa34-e68a-43d1-b3a9-70eb6e22fe22,5,3,3,104,Research Scientist,Executive,26796,"0,16","0,77"
44222c73-fa1b-4c2b-8701-91773666f1f6,5,28,3,105,Software Engineer,Intern,112930,"0,64","0,13"
aa7e6587-7a35-4c1c-a895-e8c5d6fd938a,12,10,13,106,ML Engineer,Junior,22406,"0,02","0,89"
bac75422-d70d-4d18-9820-796e304d7bcd,10,37,11,10,Business Analyst,Intern,67708,"0,19","0,79"
64c1b580-587a-4e07-8545-f252165df989,13,23,4,107,Software Engineer,Lead,118437,"0,93","0,18"
5ef24c54-de3b-45a9-926b-e1833dfe2865,3,40,10,108,Business Analyst,Executive,39093,"0,01","0,8"
67a4a6c7-8a0d-41af-a37d-4f088c20f956,8,5,10,109,Product Manager,Senior,50011,"0,18","0,8"
62a27dc0-d4c5-4e67-be51-914574d982ce,16,11,7,110,Business Analyst,Mid,121289,"0,67","0,13"
8fa8ba69-175e-49dd-8d30-9786000489a3,10,9,2,111,AI Researcher,Senior,38125,"0,91","0,27"
f0c558f2-b04d-44cc-979d-7fb86aa9ade3,7,25,1,112,Product Manager,Junior,26913,"0,04","0,62"
69e80b9e-9d3c-4520-a9f0-acd3e8042a63,14,13,1,110,Software Engineer,Junior,77670,"0,16","0,78"
485df1d3-0ef1-4958-a3e5-b46a5c942e49,5,28,7,113,Operations Manager,Junior,94889,"0,56","0,29"
afa278bd-bd0d-4071-9ac9-8ed98bd1f841,11,5,12,114,Research Scientist,Intern,112909,"0,55","0,24"
c86ffea4-12b8-44d0-8fd8-bc783aad0b20,15,25,7,115,AI Researcher,Executive,18223,"0,01","0,63"
eeb6aec8-a366-47d9-adfe-30f3cc6fa023,14,17,7,116,Systems Engineer,Intern,106478,"0,03","0,77"
e32e8825-b3ea-4926-aa5c-d33e613fce0b,4,5,12,117,Operations Manager,Senior,67044,"0,02","0,72"
d70846cf-75c8-4a54-8f67-c41d7f8cbfa9,5,8,10,107,Data Scientist,Intern,45070,"0,1","0,76"
fc676814-aa26-4151-a0fb-1b73394f8d00,7,24,2,118,Product Manager,Executive,46384,"0,06","0,63"
4f038056-f712-442f-bd55-39ce257b9eeb,15,13,12,119,Systems Engineer,Executive,55025,"0,03","0,6"
5a21090b-cf58-4191-b25b-f995be251304,14,30,1,120,Operations Manager,Mid,51779,"0,16","0,8"
825739b6-7fbf-49e0-97de-eec9b274321c,15,20,5,121,Business Analyst,Junior,34027,"0,06","0,63"
3ec4c6b1-5230-4bf4-92b6-ce6be57a079a,6,13,2,122,Software Engineer,Intern,82883,"0,91","0,27"
2735f411-fd24-4790-af4c-4cf9c530ce5c,7,26,5,123,Research Scientist,Executive,107392,"0,57","0,34"
9547865c-a445-4013-8474-967320596106,15,6,12,124,ML Engineer,Senior,40916,"0,06","0,64"
bdab0f53-eceb-4bf8-81b1-075656f15b35,13,1,5,125,Operations Manager,Lead,51984,"0,05","0,75"
9fc686af-ef4a-4cd5-ad8b-707ccf244cdf,12,20,7,126,AI Researcher,Mid,33771,"0,09","0,88"
d805ed7c-f344-416d-b996-f43ee5012207,8,9,6,127,Software Engineer,Lead,23406,"0,2","0,74"
2390de51-de59-4ba6-aa31-14aa5a5c6624,14,25,9,128,Data Scientist,Mid,26065,"0,11","0,88"
5893a551-cc7e-4911-9f7d-320132a2ba4b,11,25,2,129,Research Scientist,Intern,40895,"0,91","0,31"
c2a5e28a-ee62-4315-ade6-f6913fe4c4a3,1,16,8,130,ML Engineer,Intern,21101,"0,15","0,62"
5c011160-388e-4964-9858-da35d96d0aac,16,15,9,131,ML Engineer,Intern,41979,"0,49","0,31"
6e4ebb3c-3f50-425c-98f3-756b7f54188c,5,41,9,132,ML Engineer,Junior,80670,"0,05","0,64"
5f8b3eb9-b9ef-4387-ac3b-79173ae9d5af,9,19,3,133,Systems Engineer,Executive,28632,"0,09","0,85"
dd063aa5-ee54-4d86-9f93-03ffc9302eb4,6,17,8,134,Systems Engineer,Executive,73544,"0,11","0,64"
909c5c14-7ebd-476f-9f4c-349ef78ff263,2,26,11,135,ML Engineer,Intern,69145,"0,01","0,84"
a7ae56c8-9c38-4bf7-a5ce-eed77b74bdea,2,26,12,136,Research Scientist,Junior,66999,"0,16","0,61"
f0773c84-8832-4060-8a80-85f0c8bba812,11,42,7,137,Data Scientist,Junior,23206,"0,04","0,88"
ce7e57d6-35b1-455c-8e99-78d773a33748,10,30,2,138,AI Researcher,Executive,43608,"0,15","0,75"
c849a233-1b86-4a26-be1a-b8bb2d66a63c,2,13,8,139,ML Engineer,Executive,71536,"0,11","0,82"
cdc26498-0875-4856-a7e1-ed28bb0c77d6,9,38,10,140,Systems Engineer,Mid,16493,"0,14","0,73"
9e194a41-4719-40f4-b081-1eba4ffcf81b,1,27,14,141,ML Engineer,Intern,125663,"0,73","0,11"
c93d753a-26ef-40d7-98ef-c83260e44b17,10,12,14,142,Software Engineer,Intern,98366,"0,43","0,35"
ab43c559-79ca-4640-aa80-5ef4513d85fd,11,5,9,143,Operations Manager,Mid,76664,"0,08","0,66"
0552b4ac-1331-48d8-b981-6021e2c3f15b,7,30,7,144,Software Engineer,Senior,62708,"0,71","0,22"
88ef5457-74f9-4bb7-840d-71e946aa7713,3,6,3,145,Policy Analyst,Senior,46431,"0,18","0,72"
a233120f-ac9e-4ac7-a9b4-2b65056d6332,15,33,6,146,Research Scientist,Lead,72609,"0,16","0,86"
ce6e063c-9b60-4a17-acb2-523a7679bc98,13,27,6,147,Operations Manager,Executive,101838,"0,18","0,85"
563ee5a6-b208-4ae2-9509-9a142f77615b,7,29,5,148,Policy Analyst,Lead,39098,"0,85","0,19"
62e4b180-d008-41de-8642-497beccd4def,8,27,9,149,Operations Manager,Lead,72210,"0,16","0,64"
bfd6eacf-c7d0-44e2-b127-238e6b620225,5,2,8,150,Policy Analyst,Intern,62172,"0,16","0,67"
1aad090b-6ffb-4b9f-ae7b-fb0dbf12e13e,10,16,5,151,Data Scientist,Lead,22578,"0,17","0,69"
3510572a-d427-47f3-ac56-6928785500ee,13,29,8,152,Product Manager,Executive,27181,"0,19","0,76"
6d84dd83-4a56-4bc6-8d00-920e79efae8c,3,13,6,153,Business Analyst,Intern,64427,"0,13","0,71"
5b689bf3-916d-4a85-9f1b-a05587dc7995,10,38,14,154,AI Researcher,Lead,22611,"0,12","0,62"
0d3e415c-ecb0-4470-bea8-6ebcfdddbb56,3,33,10,155,Product Manager,Executive,81136,"0,18","0,86"
15925b6f-a784-48b4-a97c-d983d3ed41d2,11,33,2,156,Data Scientist,Executive,123034,"0,4","0,39"
9f02da95-34cf-4340-ac15-f3b70df7b651,2,12,14,157,Operations Manager,Mid,79859,"0,06","0,7"
96d96af4-e6ec-4b53-aeaa-25001ab1f9a7,12,38,4,158,Software Engineer,Executive,19577,"0,14","0,79"
52e71ad3-a482-4fa9-952e-e461bd6e7258,1,8,12,159,Software Engineer,Lead,53486,"0,63","0,29"
f75b34b3-33e1-4307-b5ec-9267b1067b7c,3,16,2,160,Data Scientist,Executive,21216,"0,01","0,88"
df7b3812-6dd7-4f71-8550-eb0366746409,1,1,9,161,Product Manager,Senior,42934,"0,06","0,65"
8fcc59bb-6c2b-4a54-8cc6-7a5e49501e9d,16,29,11,162,Software Engineer,Junior,39241,"0,62","0,31"
bce3cc99-aa7c-4c96-a958-e0f9a80f6ec9,5,19,2,163,Product Manager,Lead,55599,"0,46","0,18"
b290f526-b029-423d-a2ff-2d0619490a99,12,41,8,145,Data Scientist,Lead,66649,"0,17","0,75"
3295c9f9-e106-4f6a-af05-593d7f7d87dd,16,31,5,164,Research Scientist,Lead,51011,"0,81","0,11"
def6da10-499a-46a0-8438-c4dfd4e02c2e,6,9,1,165,Data Scientist,Mid,24004,"0,12","0,81"
3dfb6533-febb-41c1-b778-036b48171690,7,19,1,67,Research Scientist,Intern,57627,"0,62","0,32"
b7a45550-d0ce-4534-8aff-9a4b9cd26320,11,12,13,166,Systems Engineer,Lead,103163,"0,03","0,8"
f2e2cbe2-426c-46a5-988c-dbd41bebdfa0,10,39,6,167,ML Engineer,Lead,79230,"0,19","0,79"
cc9317d1-26f1-443f-b333-b5316bc8afa0,7,12,6,168,Business Analyst,Junior,135983,"0,51","0,19"
ed4dc655-6442-4951-961e-b8aa97d93b32,5,38,3,169,Policy Analyst,Intern,22920,"0,16","0,88"
2c7e1a63-ee64-4e7a-9755-2ccf5e93d313,3,11,6,170,ML Engineer,Lead,114952,"0,93","0,11"
1431f42c-f709-4acf-bc2b-0f66526cfc9c,8,3,10,171,Systems Engineer,Lead,17960,"0,11","0,76"
4eb068d5-4d51-40c6-a82e-f76c4b57325b,11,43,2,42,Systems Engineer,Mid,105188,"0,74","0,3"
4b0aaea3-3363-4dd9-949c-e768108d0442,3,27,8,172,Software Engineer,Junior,125121,"0,93","0,29"
bab05466-fd54-4f4c-8623-cbad62f93a89,2,1,14,173,Research Scientist,Intern,58551,"0,61","0,11"
3e0e73fe-bf8d-4899-b308-68492f9d74e5,16,30,4,174,Business Analyst,Executive,44575,"0,01","0,82"
303a4310-5fab-4e3c-8e59-a63e844aae07,10,13,4,175,Policy Analyst,Intern,107610,"0,52","0,15"
20ad19db-8d5e-425c-8d68-07f28bfcb921,4,29,14,176,Research Scientist,Lead,20340,"0,01","0,7"
4bcaef07-42b5-4b9b-b428-52904722cede,14,26,10,177,ML Engineer,Lead,70050,"0,09","0,77"
3638cfd2-d3bc-4625-afac-358e1ff6fabb,8,28,8,178,Operations Manager,Lead,56175,"0,2","0,71"
2758afed-f933-441d-a039-6312945f4d36,16,33,8,179,Policy Analyst,Mid,128636,"0,42","0,18"
bcda666e-6131-467d-9ba9-00f9fbe22593,2,21,8,180,Product Manager,Senior,63286,"0,13","0,71"
7c6c50da-115e-41f9-bcde-d9fe9894b8ca,4,43,12,181,Operations Manager,Senior,49587,"0,14","0,84"
598dac7a-504e-4f1a-a95e-790f8bcc374c,4,33,3,182,Software Engineer,Junior,60473,"0,03","0,75"
7bb2fc41-cbdc-4cd2-a131-dd207c1a1d6d,2,23,5,183,Research Scientist,Intern,66478,"0,01","0,6"
2987dd07-bf83-486b-aec6-fdf75327f46e,7,11,13,184,ML Engineer,Mid,137961,"0,53","0,21"
d70a7945-a010-41af-9c2e-f0ea6b954937,12,17,1,185,Research Scientist,Mid,63813,"0,08","0,72"
f4d0a8cf-60eb-492a-b4e5-d814dae3e308,11,25,1,186,ML Engineer,Intern,35423,"0,83","0,36"
b1154dff-100d-4c85-95af-aa4d2a8553f0,5,32,2,187,Systems Engineer,Senior,98063,"0,09","0,68"
5af73064-f0d7-4657-8a37-478c19708e3e,10,38,2,188,ML Engineer,Intern,24220,"0,1","0,8"
b435cb13-cff8-4737-b685-b0f1a4d06036,9,17,6,58,Operations Manager,Senior,83438,"0,17","0,89"
6e8c6643-0275-4a39-83a8-030bb44c47b9,10,11,12,189,Research Scientist,Senior,91864,"0,19","0,77"
75e50d33-4caf-42f4-8f37-3d35dddfb0a4,9,30,9,190,Business Analyst,Intern,35049,"0,05","0,75"
90424352-5d9d-44ae-8b08-60bacb28de7a,3,43,7,191,Software Engineer,Intern,54847,"0,05","0,85"
1adbea3b-df64-4ec2-a488-9ef988de3f4c,1,10,9,64,Policy Analyst,Intern,23165,"0,18","0,77"
87735b8c-0174-4f63-bee3-4a465c845e0e,12,9,8,192,Research Scientist,Mid,20676,"0,07","0,76"
6d1d21ad-c91b-47f8-bf78-2fb6658c4700,1,10,4,159,Systems Engineer,Junior,26183,"0,2","0,82"
df950038-dfe2-4fed-bda9-75878d9d4ac9,11,14,7,152,Product Manager,Mid,109498,"0,45","0,18"
55cf2ef7-e75d-4841-b0df-15541e03e699,3,3,11,193,Research Scientist,Mid,22361,"0,06","0,83"
e4e2d765-984a-46da-b070-38eb39f9b928,2,1,11,194,Systems Engineer,Junior,42790,"0,13","0,72"
32e10d4d-75f8-46c6-9e64-7cb07abb8512,5,34,14,195,AI Researcher,Junior,29987,"0,82","0,15"
322ec66a-5ec4-4286-8a51-324bc6296e54,11,29,13,196,Policy Analyst,Executive,25825,"0,11","0,76"
93762328-b02e-4b9b-a898-cb77dcfebacf,1,10,11,197,Systems Engineer,Mid,29598,"0,66","0,38"
cfcb427a-9274-434a-9ddb-ab9bc834fd0d,6,5,4,198,Policy Analyst,Mid,58148,"0,04","0,75"
96e7e9ad-7234-4ce0-90b9-2a94413672d6,11,44,12,199,Software Engineer,Junior,53633,"0,5","0,31"
d159ab14-d130-4c30-92b0-66c9cead5828,16,44,7,96,Data Scientist,Intern,51971,"0,83","0,16"
01259e4d-a0d3-467d-ad05-d09397e1da2b,15,40,9,200,Operations Manager,Executive,30856,"0,14","0,79"
7fd17fc2-2a6d-4e79-8f0b-f3c60c5bc3f2,7,38,13,201,Software Engineer,Junior,30215,"0,4","0,24"
d24f5028-338a-4120-8c4b-3954860c9109,4,27,4,202,Data Scientist,Executive,89729,"0,05","0,83"
4c3f2f91-1c00-4293-b02c-9a1342685e6d,3,12,5,203,Policy Analyst,Junior,71530,"0,15","0,87"
0e45e106-b9d1-4b06-b4b9-e72c1cc5d491,14,17,11,204,Product Manager,Senior,94188,"0,13","0,76"
7af8b6fd-6ae9-40e1-8f43-d25ee31985ee,11,42,8,205,Operations Manager,Executive,35074,"0,54","0,12"
8e3e13f5-5265-4905-b2ca-97d75a0b82f4,8,7,14,206,Policy Analyst,Executive,66281,"0,46","0,16"
4d6d8e1e-04ad-4c98-bd6f-2e3221418840,13,39,2,22,Systems Engineer,Executive,74544,"0,09","0,9"
9b98dbfe-e438-43a4-a305-0ae3ad060733,16,10,6,207,AI Researcher,Junior,29215,"0,2","0,9"
88e7473d-a9ca-44d3-9f37-708bc7fac542,1,33,11,208,Research Scientist,Intern,95330,"0,71","0,2"
cced3192-2520-4296-a360-d795aa56e8ee,15,5,2,209,Policy Analyst,Executive,62327,"0,13","0,76"
1cca4fe3-efc2-4b55-bde5-1aaa83342432,6,11,5,210,Software Engineer,Senior,74784,"0,03","0,82"
d908c9e3-59b0-4da9-9527-03d70d6365f2,6,35,3,211,Product Manager,Junior,22987,"0,09","0,63"
a6d43678-8abe-4678-8b31-09899a0a2505,8,36,8,212,Data Scientist,Mid,66036,"0,03","0,82"
72c22352-974b-45b3-b6f0-be8541b2c123,3,38,12,213,Research Scientist,Executive,21131,"0,05","0,64"
7fdcadac-d56e-4f5d-997e-9f23b1397c7b,16,2,3,214,Operations Manager,Lead,110356,"0,41","0,17"
9824967f-68aa-4150-bd80-681d6640c172,10,32,5,215,Business Analyst,Senior,119060,"0,78","0,4"
be9d4ca0-4b82-4e71-ab1a-1015629cc126,9,28,10,80,Research Scientist,Mid,60495,"0,12","0,67"
21cb0fa8-a23c-45ee-ac6f-e59129cb7f43,4,23,12,216,Product Manager,Junior,60306,"0,11","0,76"
c3547f92-a860-4ed6-ae04-deb7a4ba4c25,3,43,4,217,Policy Analyst,Lead,75932,"0,73","0,12"
7ff49f95-d884-48e2-868b-2b2e77bdf855,7,42,10,218,Product Manager,Senior,26306,"0,04","0,66"
